data_point_id,citation,title,doi,herbivore_type,study_notes,data_notes,design_notes,land_use_history_notes,management_notes,experimental_mechanism,experiment_timing,site_size_ha,site_number,treatment_size_m2,treatment_number,plot_size_m2,plot_number,subplot_size_m2,subplot_number,final_measure_scale,continent,latitude,longitude,coord_quality,site_name,introduced_herbivores,resident_herbivores,herbivore_manipulation_notes,density_notes,density_high_megafauna,density_low_megafauna,animal_density_units,areal_density_units,years_since_introduction,years_since_treatment,treatment_duration_days,time_series_clean,data_year,impact_mechanism,response_highest_level,response_sphere,species_class,strata_or_soil_depth,age_class,species_level,species_or_group,response,unit,high_value_equals_high_response,mean_type,error_type,fig_num,fig_notes,raw_mean_high_megafauna,error_high_megafauna,n_high_megafauna,raw_mean_low_megafauna,error_low_megafauna,n_low_megafauna,plot_covariate,digitization_notes,initially_entered_by
dp_26,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment ,,,plot,Europe,50.279,14.882,,MTR,Equus caballus; Bison bonasus; Bos taurus,,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,soil_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Dissolved NO3-N,ng/g,T,mean,SD,,,968,197,4,1900,524,4,,,JT
dp_27,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment ,,,plot,Europe,49.664,13.317,,DOB,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,soil_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Dissolved NO3-N,ng/g,T,mean,SD,,,1761,872,4,1934,808,4,,,JT
dp_28,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment ,,,plot,Europe,48.81,15.992,,HAV,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,soil_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Dissolved NO3-N,ng/g,T,mean,SD,,,1233,585,4,1075,379,4,,,JT
dp_29,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment ,,,plot,Europe,48.845,15.971,,MAS,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,soil_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Dissolved NO3-N,ng/g,T,mean,SD,,,983,429,4,676,176,4,,,JT
dp_30,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment ,,,plot,Europe,50.1878,15.861,,HRK,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,soil_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Dissolved NO3-N,ng/g,T,mean,SD,,,983,549,4,1722,677,4,,,JT
dp_31,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment ,,,plot,Europe,50.237,14.889,,MBV,Equus caballus; Bos taurus,,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,soil_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Dissolved org. C,mg/g,T,mean,SD,,,134,45,4,92,9,4,,,JT
dp_32,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment ,,,plot,Europe,50.279,14.882,,MTR,Equus caballus; Bison bonasus; Bos taurus,,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,soil_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Dissolved org. C,mg/g,T,mean,SD,,,101,9,4,91,8,4,,,JT
dp_33,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment ,,,plot,Europe,49.664,13.317,,DOB,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,soil_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Dissolved org. C,mg/g,T,mean,SD,,,79,19,4,107,38,4,,,JT
dp_34,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment ,,,plot,Europe,48.81,15.992,,HAV,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,soil_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Dissolved org. C,mg/g,T,mean,SD,,,199,38,4,102,18,4,,,JT
dp_35,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment ,,,plot,Europe,48.845,15.971,,MAS,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,soil_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Dissolved org. C,mg/g,T,mean,SD,,,93,9,4,101,13,4,,,JT
dp_36,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment ,,,plot,Europe,50.1878,15.861,,HRK,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,soil_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Dissolved org. C,mg/g,T,mean,SD,,,84,5,4,82,11,4,,,JT
dp_37,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment ,,,plot,Europe,50.237,14.889,,MBV,Equus caballus; Bos taurus,,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,microbial_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Microbial C,mg/g,T,mean,SD,,,566,177,4,609,60,4,,,JT
dp_38,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment ,,,plot,Europe,50.279,14.882,,MTR,Equus caballus; Bison bonasus; Bos taurus,,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,microbial_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Microbial C,mg/g,T,mean,SD,,,346,44,4,242,67,4,,,JT
dp_39,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment ,,,plot,Europe,49.664,13.317,,DOB,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,microbial_nutrients,soil,soil,soil depth up to 10cm,,higher_level,soil,Microbial C,mg/g,T,mean,SD,,,542,159,4,426,209,4,,,JT
