data_point_id,citation,title,doi,herbivore_type,study_notes,data_notes,design_notes,land_use_history_notes,management_notes,experimental_mechanism,experiment_timing,site_size_ha,site_number,treatment_size_m2,treatment_number,plot_size_m2,plot_number,subplot_size_m2,subplot_number,final_measure_scale,continent,latitude,longitude,coord_quality,site_name,introduced_herbivores,resident_herbivores,herbivore_manipulation_notes,density_notes,density_high_megafauna,density_low_megafauna,animal_density_units,areal_density_units,years_since_introduction,years_since_treatment,treatment_duration_days,time_series_clean,data_year,impact_mechanism,response_highest_level,response_sphere,species_class,strata_or_soil_depth,age_class,species_level,species_or_group,response,unit,high_value_equals_high_response,mean_type,error_type,fig_num,fig_notes,raw_mean_high_megafauna,error_high_megafauna,n_high_megafauna,raw_mean_low_megafauna,error_low_megafauna,n_low_megafauna,plot_covariate,digitization_notes,initially_entered_by
dp_227,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment ,0.007854,16 per treatment,subplot ,Europe,48.845,15.971,,MAS,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,belowground 0-15cm,,higher_level,all plants,Belowground-P content,mg/g,T,mean,SD,,,1,0.13,4,1,0.1,4,,,JT
dp_228,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment ,0.007854,16 per treatment,subplot ,Europe,50.1878,15.861,,HRK,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,belowground 0-15cm,,higher_level,all plants,Belowground-P content,mg/g,T,mean,SD,,,0.7,0.1,4,1.3,0.41,4,,,JT
dp_229,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.237,14.889,,MBV,Equus caballus; Bos taurus,,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_conditions,vegetation,plants,aboveground,,higher_level,all plants,relative leaf water content,,T,mean,SD,,,0.61,0.03,4,0.59,0.03,4,,,JT
dp_230,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.279,14.882,,MTR,Equus caballus; Bison bonasus; Bos taurus,,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_conditions,vegetation,plants,aboveground,,higher_level,all plants,relative leaf water content,,T,mean,SD,,,0.55,0.01,4,0.51,0.02,4,,,JT
dp_231,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,49.664,13.317,,DOB,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_conditions,vegetation,plants,aboveground,,higher_level,all plants,relative leaf water content,,T,mean,SD,,,0.71,0.06,4,0.56,0.12,4,,,JT
dp_232,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.81,15.992,,HAV,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_conditions,vegetation,plants,aboveground,,higher_level,all plants,relative leaf water content,,T,mean,SD,,,0.65,0.05,4,0.65,0.04,4,,,JT
dp_233,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.845,15.971,,MAS,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_conditions,vegetation,plants,aboveground,,higher_level,all plants,relative leaf water content,,T,mean,SD,,,0.71,0.03,4,0.67,0.03,4,,,JT
dp_234,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.1878,15.861,,HRK,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_conditions,vegetation,plants,aboveground,,higher_level,all plants,relative leaf water content,,T,mean,SD,,,0.63,0.09,4,0.7,0.03,4,,,JT
dp_235,Gardiner & Crisp 2025 Journal of Orthoptera Research,Initial response of Orthoptera to beaver (Castor fiber) reintroductions in post-arable enclosures,https://doi.org/10.3897/jor.34.154843,Wild Native,"Beaver reintrodction, them comparing orthoptera abundance and diversity between introduction enclosures and nearby controls",,,"formerly arable farmland, cropping ceased 2018, before than agriculture with N fertilizer","no conservation management, but deer was removed from beaver enclosures prior to reintroduction ",distal comparison with and without,with_introduction,20,2,200000,2,100,4 per treatment,,,plot/transect,Europe,51.97703171,0.437320884,"medium, capture estate, but not exact study sites",Spains Hall Estate,Castor fiber,,Introduced 2023. Slightly unclear if they introduced one pair of beavers per enclosures or one for both. Assuming one per here. ,,0.2 Castor fiber,0,individuals,hectare,1.5,,547,1,2024,cumulative,diversity,arthropods,orthoptera,aboveground,,higher_level,orthoptera,species richness,,T,mean,SE,,,8.5,0.5,4,6,1,4,east of river,,JT
dp_236,Gardiner & Crisp 2025 Journal of Orthoptera Research,Initial response of Orthoptera to beaver (Castor fiber) reintroductions in post-arable enclosures,https://doi.org/10.3897/jor.34.154843,Wild Native,"Beaver reintrodction, them comparing orthoptera abundance and diversity between introduction enclosures and nearby controls",,,"formerly arable farmland, cropping ceased 2018, before than agriculture with N fertilizer","no conservation management, but deer was removed from beaver enclosures prior to reintroduction ",distal comparison with and without,with_introduction,20,2,200000,2,100,4 per treatment,,,plot/transect,Europe,51.97703171,0.437320884,"medium, capture estate, but not exact study sites",Spains Hall Estate,Castor fiber,,Introduced 2023. Slightly unclear if they introduced one pair of beavers per enclosures or one for both. Assuming one per here. ,,0.2 Castor fiber,0,individuals,hectare,1.5,,547,1,2024,cumulative,diversity,arthropods,orthoptera,aboveground,,higher_level,orthoptera,species richness,,T,mean,SE,,,7.5,1.5,4,7,1,4,west of river,,JT
dp_237,Gardiner & Crisp 2025 Journal of Orthoptera Research,Initial response of Orthoptera to beaver (Castor fiber) reintroductions in post-arable enclosures,https://doi.org/10.3897/jor.34.154843,Wild Native,"Beaver reintrodction, them comparing orthoptera abundance and diversity between introduction enclosures and nearby controls",,,"formerly arable farmland, cropping ceased 2018, before than agriculture with N fertilizer","no conservation management, but deer was removed from beaver enclosures prior to reintroduction ",distal comparison with and without,with_introduction,20,2,200000,2,100,4 per treatment,,,plot/transect,Europe,51.97703171,0.437320884,"medium, capture estate, but not exact study sites",Spains Hall Estate,Castor fiber,,Introduced 2023. Slightly unclear if they introduced one pair of beavers per enclosures or one for both. Assuming one per here. ,,0.2 Castor fiber,0,individuals,hectare,1.5,,547,1,2024,cumulative,diversity,arthropods,orthoptera,aboveground,,higher_level,orthoptera,shannon diversity,,T,mean,SE,,,1.8,0.1,4,1.2,0,4,east of river,,JT
dp_238,Gardiner & Crisp 2025 Journal of Orthoptera Research,Initial response of Orthoptera to beaver (Castor fiber) reintroductions in post-arable enclosures,https://doi.org/10.3897/jor.34.154843,Wild Native,"Beaver reintrodction, them comparing orthoptera abundance and diversity between introduction enclosures and nearby controls",,,"formerly arable farmland, cropping ceased 2018, before than agriculture with N fertilizer","no conservation management, but deer was removed from beaver enclosures prior to reintroduction ",distal comparison with and without,with_introduction,20,2,200000,2,100,4 per treatment,,,plot/transect,Europe,51.97703171,0.437320884,"medium, capture estate, but not exact study sites",Spains Hall Estate,Castor fiber,,Introduced 2023. Slightly unclear if they introduced one pair of beavers per enclosures or one for both. Assuming one per here. ,,0.2 Castor fiber,0,individuals,hectare,1.5,,547,1,2024,cumulative,diversity,arthropods,orthoptera,aboveground,,higher_level,orthoptera,shannon diversity ,,T,mean,SE,,,1.3,0.3,4,1.2,0,4,west of river,,JT
dp_239,Gardiner & Crisp 2025 Journal of Orthoptera Research,Initial response of Orthoptera to beaver (Castor fiber) reintroductions in post-arable enclosures,https://doi.org/10.3897/jor.34.154843,Wild Native,"Beaver reintrodction, them comparing orthoptera abundance and diversity between introduction enclosures and nearby controls",,,"formerly arable farmland, cropping ceased 2018, before than agriculture with N fertilizer","no conservation management, but deer was removed from beaver enclosures prior to reintroduction ",distal comparison with and without,with_introduction,20,2,200000,2,100,4 per treatment,,,plot/transect,Europe,51.97703171,0.437320884,"medium, capture estate, but not exact study sites",Spains Hall Estate,Castor fiber,,Introduced 2023. Slightly unclear if they introduced one pair of beavers per enclosures or one for both. Assuming one per here. ,,0.2 Castor fiber,0,individuals,hectare,1.5,,547,1,2024,cumulative,vegetation_structure,vegetation,plants,aboveground,,higher_level,all plants,vegetation height,cm,T,mean,SE,,,54.5,8.2,4,81.9,4.7,4,east of river,,JT
dp_240,Gardiner & Crisp 2025 Journal of Orthoptera Research,Initial response of Orthoptera to beaver (Castor fiber) reintroductions in post-arable enclosures,https://doi.org/10.3897/jor.34.154843,Wild Native,"Beaver reintrodction, them comparing orthoptera abundance and diversity between introduction enclosures and nearby controls",,,"formerly arable farmland, cropping ceased 2018, before than agriculture with N fertilizer","no conservation management, but deer was removed from beaver enclosures prior to reintroduction ",distal comparison with and without,with_introduction,20,2,200000,2,100,4 per treatment,,,plot/transect,Europe,51.97703171,0.437320884,"medium, capture estate, but not exact study sites",Spains Hall Estate,Castor fiber,,Introduced 2023. Slightly unclear if they introduced one pair of beavers per enclosures or one for both. Assuming one per here. ,,0.2 Castor fiber,0,individuals,hectare,1.5,,547,1,2024,cumulative,vegetation_structure,vegetation,plants,aboveground,,higher_level,all plants,vegetation height,cm,T,mean,SE,,,74.1,2,4,78,2.4,4,west of river,,JT
dp_241,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,65,1,100,8,100,"8 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",1,4,plot,Europe,40.4792853,-6.944413619,ok,Vale Carapito (Site 1),Equus caballus,,Introduced 2021,"10 horses introduced, in 22 reduced to 5-6",0.11 Equus caballus,0,individuals,hectare,2,,730,1,2023,cumulative,vegetation_structure,vegetation,shrubs,aboveground,,higher_level,shrubs,shrub cover,%,T,mean,SE,Fig_2,"focus on 2023, ignore baseline",34.8,5.714286,8,48.2,8.7,8,Vale Carapito (Site 1),,JT
dp_242,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,65,1,100,8,100,"8 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",1,4,plot,Europe,40.4792853,-6.944413619,ok,Vale Carapito (Site 1),Equus caballus,,Introduced 2021,"10 horses introduced, in 22 reduced to 5-6",0.11 Equus caballus,0,individuals,hectare,3,,1095,2,2024,cumulative,vegetation_structure,vegetation,shrubs,aboveground,,higher_level,shrubs,shrub cover,%,T,mean,SE,Fig_2,ignore baseline,37.7,5.1,8,48.7,7.2,8,Vale Carapito (Site 1),,JT
dp_243,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,65,1,100,8,100,"8 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",5,4,plot,Europe,40.4792853,-6.944413619,ok,Vale Carapito (Site 1),Equus caballus,,Introduced 2021,"10 horses introduced, in 22 reduced to 5-6",0.11 Equus caballus,0,individuals,hectare,2,,730,1,2023,cumulative,vegetation_structure,vegetation,shrubs,aboveground,,higher_level,shrubs,shrub height,cm,T,mean,SE,Fig_2,"focus on 2023, ignore baseline",85.6,2.8,8,85.2,11.1,8,Vale Carapito (Site 1),,JT
dp_244,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,65,1,100,8,100,"8 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",5,4,plot,Europe,40.4792853,-6.944413619,ok,Vale Carapito (Site 1),Equus caballus,,Introduced 2021,"10 horses introduced, in 22 reduced to 5-6",0.11 Equus caballus,0,individuals,hectare,3,,1095,2,2024,cumulative,vegetation_structure,vegetation,shrubs,aboveground,,higher_level,shrubs,shrub height,cm,T,mean,SE,Fig_2,ignore baseline,93.7,7.8,8,104.4,7.2,8,Vale Carapito (Site 1),,JT
dp_245,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,65,1,100,4,100,"8 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",0.16,4,plot,Europe,40.4792853,-6.944413619,ok,Vale Carapito (Site 1),Equus caballus,,Introduced 2021,"10 horses introduced, in 22 reduced to 5-6",0.11 Equus caballus,0,individuals,hectare,2,,730,1,2023,cumulative,biomass,vegetation,shrubs,aboveground,,higher_level,shrubs,shrub biomass,t/ha,T,mean,SE,Fig_2,"focus on 2023, ignore baseline",11,1.7,4,13.3,1.99,4,Vale Carapito (Site 1),,JT
dp_246,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,65,1,100,4,100,"8 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",0.16,4,plot,Europe,40.4792853,-6.944413619,ok,Vale Carapito (Site 1),Equus caballus,,Introduced 2021,"10 horses introduced, in 22 reduced to 5-6",0.11 Equus caballus,0,individuals,hectare,3,,1095,2,2024,cumulative,biomass,vegetation,shrubs,aboveground,,higher_level,shrubs,shrub biomass,t/ha,T,mean,SE,Fig_2,ignore baseline,12.6,1.3,4,14.4,1.99,4,Vale Carapito (Site 1),,JT
dp_247,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,65,1,100,8,100,"8 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",5,4,plot,Europe,40.4792853,-6.944413619,ok,Vale Carapito (Site 1),Equus caballus,,Introduced 2021,"10 horses introduced, in 22 reduced to 5-6",0.11 Equus caballus,0,individuals,hectare,3,,1095,2,2024,cumulative,vegetation_structure,vegetation,grass,aboveground,,higher_level,grass,grass height,cm,T,mean,SE,Fig_2,ignore baseline,31.8,5.2,8,55.8,10.4,8,Vale Carapito (Site 1),,JT
dp_248,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,65,1,100,8,100,"8 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",5,4,plot,Europe,40.4792853,-6.944413619,ok,Vale Carapito (Site 1),Equus caballus,,Introduced 2021,"10 horses introduced, in 22 reduced to 5-6",0.11 Equus caballus,0,individuals,hectare,2,,730,1,2023,cumulative,vegetation_structure,vegetation,grass,aboveground,,higher_level,grass,grass height,cm,T,mean,SE,Fig_2,"focus on 2023, ignore baseline",51.1,9.4,8,100.5,15.1,8,Vale Carapito (Site 1),,JT
dp_249,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,330,1,100,12,100,"12 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",5,4,plot,Europe,40.77166087,-7.004062764,ok,Ermo das Águias (Site 2),Equus caballus,,Introduced 2022,,0.05 Equus caballus,0,individuals,hectare,1,,365,1,2023,cumulative,vegetation_structure,vegetation,shrubs,aboveground,,higher_level,shrubs,shrub height,cm,T,mean,SE,Fig_3,"focus on 2023, ignore baseline",75.6,2.97,12,69.2,4.5,12,Ermo das Águias (Site 2),,JT
dp_250,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,330,1,100,12,100,"12 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",5,4,plot,Europe,40.77166087,-7.004062764,ok,Ermo das Águias (Site 2),Equus caballus,,Introduced 2022,,0.05 Equus caballus,0,individuals,hectare,2,,730,2,2024,cumulative,vegetation_structure,vegetation,shrubs,aboveground,,higher_level,shrubs,shrub height,cm,T,mean,SE,Fig_3,ignore baseline,84.7,5.6,12,78.9,5.3,12,Ermo das Águias (Site 2),,JT
dp_251,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,330,1,100,12,100,"12 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",5,4,plot,Europe,40.77166087,-7.004062764,ok,Ermo das Águias (Site 2),Equus caballus,,Introduced 2022,,0.05 Equus caballus,0,individuals,hectare,1,,365,1,2023,cumulative,vegetation_structure,vegetation,grass,aboveground,,higher_level,grass,grass height,cm,T,mean,SE,Fig_3,"focus on 2023, ignore baseline",25.3,3.6,12,34.2,3.3,12,Ermo das Águias (Site 2),,JT
dp_252,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,330,1,100,12,100,"12 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",5,4,plot,Europe,40.77166087,-7.004062764,ok,Ermo das Águias (Site 2),Equus caballus,,Introduced 2022,,0.05 Equus caballus,0,individuals,hectare,2,,730,2,2024,cumulative,vegetation_structure,vegetation,grass,aboveground,,higher_level,grass,grass height,cm,T,mean,SE,Fig_3,ignore baseline,38.67,4.4,12,60.9,8.4,12,Ermo das Águias (Site 2),,JT
dp_253,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,65,1,100,8,100,"8 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",1,4,plot,Europe,40.4792853,-6.944413619,ok,Vale Carapito (Site 1),Equus caballus,,Introduced 2021,"10 horses introduced, in 22 reduced to 5-6",0.11 Equus caballus,0,individuals,hectare,3,,1095,2,2024,cumulative,diversity,vegetation,plants,aboveground,,higher_level,all plants,species richness,species per 100m2,T,mean,SD,Fig_4a,ignore baseline,24.2,9.2,8,22.5,5.4,8,,,JT
dp_254,Ribeiro et al 2025 Frontiers in Ecology and Evolution,"Semi-wild horse grazing as a rewilding strategy: assessing effects on vegetation structure and composition in the Côa Valley, Portuga",https://doi.org/10.3389/fevo.2025.1596560,Semi-Domestic,"Semi wild horses reindtroduced in 2020/2021, data collected in and outside exclosures established parallel to introductions",,,"Site 1 and Site 2 were grazed by small ruminants (sheep and goats) for the 40–60 years prior to being grazed by cattle in 2010 and 2005, respectively (Supplementary Table S1). The sites were then acquisitioned by Rewilding Portugal in 2020 and 2021, respectively.",population ctntrol,inside vs outside exclosure,with_introduction,330,1,100,12,100,"12 per site, clustered in pairs (4 sites within sites, 2 exclosures at each)",1,4,plot,Europe,40.77166087,-7.004062764,ok,Ermo das Águias (Site 2),Equus caballus,,Introduced 2022,,0.05 Equus caballus,0,individuals,hectare,2,,730,2,2024,cumulative,diversity,vegetation,plants,aboveground,,higher_level,all plants,species richness,species per 100m2,T,mean,SD,Fig_4b,ignore baseline,29.3,5.6,12,28,7.8,12,,,JT
